y_lo,y_hi,y_center,KmeanCharged_value,KmeanCharged_err,TwoK0S_value,TwoK0S_err
0.9429,1.0286,0.9857,1.235241e-01,1.265400e-03,1.354500e-01,1.325079e-03
1.0286,1.1143,1.0714,8.467407e-02,1.047677e-03,9.241296e-02,1.094507e-03
1.1143,1.2000,1.1571,5.825556e-02,8.690021e-04,6.157407e-02,8.934106e-04
1.2000,1.2857,1.2429,3.668519e-02,6.896004e-04,3.791667e-02,7.010794e-04
1.2857,1.3714,1.3286,2.211481e-02,5.354190e-04,2.114259e-02,5.235176e-04
1.3714,1.4571,1.4143,1.175741e-02,3.903983e-04,1.192593e-02,3.931861e-04
1.4571,1.5429,1.5000,6.961111e-03,3.003941e-04,6.818519e-03,2.973015e-04
1.5429,1.6286,1.5857,3.331481e-03,2.078121e-04,3.850000e-03,2.233997e-04
1.6286,1.7143,1.6714,1.542593e-03,1.414092e-04,1.905556e-03,1.571676e-04
1.7143,1.8000,1.7571,6.870370e-04,9.437179e-05,8.685185e-04,1.061064e-04
1.8000,1.8857,1.8429,3.111111e-04,6.350529e-05,3.111111e-04,6.350529e-05
1.8857,1.9714,1.9286,7.777778e-05,3.175264e-05,2.074074e-04,5.185185e-05
1.9714,2.0571,2.0143,3.888889e-05,2.245251e-05,5.185185e-05,2.592593e-05
2.0571,2.1429,2.1000,0.000000e+00,0.000000e+00,1.296296e-05,1.296296e-05
2.1429,2.2286,2.1857,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.2286,2.3143,2.2714,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.3143,2.4000,2.3571,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.4000,2.4857,2.4429,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.4857,2.5714,2.5286,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.5714,2.6571,2.6143,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.6571,2.7429,2.7000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.7429,2.8286,2.7857,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.8286,2.9143,2.8714,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.9143,3.0000,2.9571,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
