species,y_lo,y_hi,y_center,counts,value,error
K0S,1.2000,1.3000,1.2500,5.089500e+03,1.131000e-01,1.121011e-03
K0S,1.3000,1.4000,1.3500,4.408500e+03,9.796667e-02,1.043321e-03
K0S,1.4000,1.5000,1.4500,3.543500e+03,7.874444e-02,9.353814e-04
K0S,1.5000,1.6000,1.5500,3.028000e+03,6.728889e-02,8.646701e-04
K0S,1.6000,1.7000,1.6500,2.418500e+03,5.374444e-02,7.727616e-04
K0S,1.7000,1.8000,1.7500,1.908000e+03,4.240000e-02,6.863753e-04
K0S,1.8000,1.9000,1.8500,1.361500e+03,3.025556e-02,5.798041e-04
K0S,1.9000,2.0000,1.9500,1.021500e+03,2.270000e-02,5.022173e-04
KmeanCharged,-2.0000,-1.9000,-1.9500,9.675000e+02,2.150000e-02,4.887626e-04
KmeanCharged,-1.9000,-1.8000,-1.8500,1.308500e+03,2.907778e-02,5.684069e-04
KmeanCharged,-1.8000,-1.7000,-1.7500,1.776500e+03,3.947778e-02,6.623005e-04
KmeanCharged,-1.7000,-1.6000,-1.6500,2.180000e+03,4.844444e-02,7.336700e-04
KmeanCharged,-1.6000,-1.5000,-1.5500,2.694000e+03,5.986667e-02,8.155889e-04
KmeanCharged,-1.5000,-1.4000,-1.4500,3.280500e+03,7.290000e-02,9.000000e-04
KmeanCharged,-1.4000,-1.3000,-1.3500,3.986000e+03,8.857778e-02,9.920673e-04
KmeanCharged,-1.3000,-1.2000,-1.2500,4.599000e+03,1.022000e-01,1.065624e-03
KmeanCharged,-1.2000,-1.1000,-1.1500,5.397500e+03,1.199444e-01,1.154433e-03
KmeanCharged,-1.1000,-1.0000,-1.0500,5.901000e+03,1.311333e-01,1.207078e-03
KmeanCharged,-1.0000,-0.9000,-0.9500,6.640000e+03,1.475556e-01,1.280432e-03
KmeanCharged,-0.9000,-0.8000,-0.8500,7.288500e+03,1.619667e-01,1.341503e-03
KmeanCharged,-0.8000,-0.7000,-0.7500,7.831000e+03,1.740222e-01,1.390532e-03
KmeanCharged,-0.7000,-0.6000,-0.6500,8.359000e+03,1.857556e-01,1.436646e-03
KmeanCharged,-0.6000,-0.5000,-0.5500,8.756000e+03,1.945778e-01,1.470366e-03
KmeanCharged,-0.5000,-0.4000,-0.4500,9.387000e+03,2.086000e-01,1.522425e-03
KmeanCharged,-0.4000,-0.3000,-0.3500,9.515000e+03,2.114444e-01,1.532770e-03
KmeanCharged,-0.3000,-0.2000,-0.2500,9.821000e+03,2.182444e-01,1.557221e-03
KmeanCharged,-0.2000,-0.1000,-0.1500,1.006800e+04,2.237333e-01,1.576682e-03
KmeanCharged,-0.1000,0.0000,-0.0500,1.021600e+04,2.270222e-01,1.588228e-03
KmeanCharged,0.0000,0.1000,0.0500,9.979500e+03,2.217667e-01,1.569737e-03
KmeanCharged,0.1000,0.2000,0.1500,1.012800e+04,2.250667e-01,1.581373e-03
KmeanCharged,0.2000,0.3000,0.2500,1.012250e+04,2.249444e-01,1.580944e-03
KmeanCharged,0.3000,0.4000,0.3500,9.868500e+03,2.193000e-01,1.560983e-03
KmeanCharged,0.4000,0.5000,0.4500,9.567000e+03,2.126000e-01,1.536952e-03
KmeanCharged,0.5000,0.6000,0.5500,9.224000e+03,2.049778e-01,1.509149e-03
KmeanCharged,0.6000,0.7000,0.6500,8.505000e+03,1.890000e-01,1.449138e-03
KmeanCharged,0.7000,0.8000,0.7500,8.155500e+03,1.812333e-01,1.419050e-03
KmeanCharged,0.8000,0.9000,0.8500,7.520500e+03,1.671222e-01,1.362686e-03
KmeanCharged,0.9000,1.0000,0.9500,6.921000e+03,1.538000e-01,1.307245e-03
KmeanCharged,1.0000,1.1000,1.0500,6.270500e+03,1.393444e-01,1.244296e-03
KmeanCharged,1.1000,1.2000,1.1500,5.639500e+03,1.253222e-01,1.180029e-03
KmeanCharged,1.2000,1.3000,1.2500,5.072500e+03,1.127222e-01,1.119138e-03
KmeanCharged,1.3000,1.4000,1.3500,4.383500e+03,9.741111e-02,1.040358e-03
KmeanCharged,1.4000,1.5000,1.4500,3.698500e+03,8.218889e-02,9.556202e-04
KmeanCharged,1.5000,1.6000,1.5500,2.909000e+03,6.464444e-02,8.475091e-04
KmeanCharged,1.6000,1.7000,1.6500,2.290000e+03,5.088889e-02,7.519522e-04
KmeanCharged,1.7000,1.8000,1.7500,1.837500e+03,4.083333e-02,6.735753e-04
KmeanCharged,1.8000,1.9000,1.8500,1.420500e+03,3.156667e-02,5.922337e-04
KmeanCharged,1.9000,2.0000,1.9500,1.087000e+03,2.415556e-02,5.180686e-04
